movie,popcorn,name,age,drink,times,snacks,payments
웡카,카라멜,진영자,20,아메리카노,일반,핫도그,삼성 페이
외계인,구매 안함,김서현,20,사이다,일반,구매 안함,신용 카드
위시,카라멜,손광수,30,물,심야,핫도그,삼성 페이
외계인,구매 안함,하서연,20,구매 안함,심야,구매 안함,삼성 페이
시민 덕희,구매 안함,김채원,40,물,조조,구매 안함,체크 카드
시민 덕희,일반,우지은,20,에이드,일반,맛밤,신용 카드
위시,구매 안함,김유진,30,아메리카노,일반,구매 안함,삼성 페이
웡카,일반,홍서영,30,사이다,일반,나초,삼성 페이
외계인,일반,임현숙,40,구매 안함,일반,구매 안함,삼성 페이
웡카,구매 안함,한미경,20,물,심야,구매 안함,삼성 페이
웡카,구매 안함,박정순,40,제로 콜라,조조,구매 안함,체크 카드
웡카,일반,윤숙자,30,물,심야,구매 안함,신용 카드
시민 덕희,구매 안함,김영숙,30,구매 안함,일반,구매 안함,삼성 페이
웡카,구매 안함,김서준,50,제로 콜라,일반,구매 안함,삼성 페이
외계인,구매 안함,박정웅,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,황승민,20,물,일반,나초,카카오 페이
웡카,어니언,김수빈,20,물,심야,핫도그,신용 카드
웡카,구매 안함,황성수,20,구매 안함,일반,오징어,신용 카드
너의 이름은,구매 안함,김춘자,40,제로 콜라,일반,나초,카카오 페이
위시,구매 안함,최영진,40,구매 안함,조조,나초,카카오 페이
너의 이름은,구매 안함,황영순,40,구매 안함,일반,구매 안함,신용 카드
시민 덕희,구매 안함,구준혁,50,물,일반,구매 안함,신용 카드
웡카,구매 안함,최정순,50,제로 콜라,일반,구매 안함,삼성 페이
위시,어니언,허진우,20,물,일반,나초,삼성 페이
너의 이름은,일반,김우진,20,아메리카노,일반,핫도그,삼성 페이
웡카,구매 안함,박승민,30,물,조조,구매 안함,삼성 페이
시민 덕희,카라멜,김도윤,20,제로 콜라,심야,나초,신용 카드
시민 덕희,구매 안함,김채원,50,콜라,조조,구매 안함,체크 카드
시민 덕희,치즈,송영희,40,콜라,일반,핫도그,신용 카드
시민 덕희,구매 안함,차지우,20,에이드,일반,핫도그,신용 카드
웡카,어니언,이민서,20,환타,일반,나초,삼성 페이
도그맨,구매 안함,김현우,40,환타,일반,나초,삼성 페이
시민 덕희,구매 안함,박경수,50,구매 안함,일반,구매 안함,삼성 페이
도그맨,구매 안함,최은서,20,물,조조,맛밤,현금
도그맨,구매 안함,이정훈,50,제로 콜라,일반,나초,삼성 페이
도그맨,카라멜,김채원,50,에이드,일반,오징어,신용 카드
위시,일반,송정웅,50,제로 콜라,심야,구매 안함,신용 카드
도그맨,구매 안함,이정자,30,에이드,조조,구매 안함,체크 카드
웡카,구매 안함,곽민재,20,물,일반,나초,체크 카드
너의 이름은,어니언,오춘자,30,콜라,일반,구매 안함,삼성 페이
시민 덕희,일반,박민재,20,콜라,일반,구매 안함,신용 카드
시민 덕희,일반,김영희,20,제로 콜라,심야,오징어,신용 카드
시민 덕희,일반,김정훈,20,아메리카노,일반,맛밤,신용 카드
도그맨,구매 안함,백은서,30,사이다,심야,나초,삼성 페이
웡카,치즈,서현우,30,에이드,일반,구매 안함,삼성 페이
외계인,카라멜,최현우,50,아메리카노,일반,나초,삼성 페이
도그맨,치즈,이민수,30,에이드,일반,구매 안함,체크 카드
웡카,구매 안함,이상훈,20,콜라,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,오건우,50,아메리카노,조조,구매 안함,삼성 페이
위시,구매 안함,이예은,20,물,일반,구매 안함,체크 카드
너의 이름은,구매 안함,박진호,30,아메리카노,조조,구매 안함,삼성 페이
시민 덕희,카라멜,윤성훈,20,구매 안함,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,김광수,40,제로 콜라,일반,구매 안함,신용 카드
너의 이름은,구매 안함,김준호,20,사이다,조조,나초,체크 카드
웡카,구매 안함,나정자,20,환타,일반,구매 안함,삼성 페이
위시,카라멜,김명숙,60,물,일반,구매 안함,신용 카드
외계인,구매 안함,박현준,20,콜라,일반,나초,삼성 페이
위시,구매 안함,김아름,40,물,일반,나초,신용 카드
시민 덕희,구매 안함,한현우,40,에이드,일반,나초,체크 카드
시민 덕희,치즈,민서현,50,콜라,일반,나초,신용 카드
외계인,어니언,김예지,20,물,일반,구매 안함,현금
시민 덕희,구매 안함,권정희,40,사이다,일반,구매 안함,삼성 페이
웡카,일반,오성현,20,환타,심야,구매 안함,삼성 페이
도그맨,카라멜,조영숙,30,물,조조,구매 안함,삼성 페이
웡카,일반,노현준,30,에이드,일반,나초,신용 카드
도그맨,어니언,박정희,30,구매 안함,일반,구매 안함,삼성 페이
웡카,일반,양명숙,30,물,일반,오징어,삼성 페이
웡카,구매 안함,오주원,20,환타,일반,나초,삼성 페이
도그맨,구매 안함,안현우,20,사이다,일반,나초,삼성 페이
도그맨,치즈,안주원,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,송민수,30,사이다,조조,구매 안함,삼성 페이
너의 이름은,치즈,최순옥,20,콜라,일반,구매 안함,신용 카드
웡카,일반,안재현,30,제로 콜라,조조,구매 안함,삼성 페이
웡카,치즈,안승현,20,콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,김숙자,20,물,일반,나초,삼성 페이
시민 덕희,어니언,김보람,30,콜라,일반,오징어,체크 카드
시민 덕희,치즈,안예원,20,콜라,일반,구매 안함,신용 카드
웡카,어니언,박현지,30,제로 콜라,일반,핫도그,삼성 페이
시민 덕희,치즈,박경희,20,아메리카노,일반,구매 안함,현금
시민 덕희,구매 안함,오하은,40,콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,박시우,30,물,조조,구매 안함,체크 카드
웡카,구매 안함,홍예원,20,제로 콜라,일반,핫도그,신용 카드
웡카,구매 안함,김수빈,40,환타,일반,구매 안함,체크 카드
웡카,일반,김예진,50,콜라,일반,나초,삼성 페이
웡카,어니언,장옥순,20,아메리카노,일반,맛밤,현금
웡카,구매 안함,최영숙,20,아메리카노,일반,맛밤,삼성 페이
외계인,어니언,강상철,40,구매 안함,일반,구매 안함,신용 카드
도그맨,구매 안함,이서윤,20,아메리카노,일반,구매 안함,신용 카드
웡카,구매 안함,박명숙,30,물,일반,구매 안함,신용 카드
너의 이름은,구매 안함,김성호,20,환타,조조,나초,삼성 페이
도그맨,구매 안함,이수진,20,사이다,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,김순자,20,콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,송정호,30,아메리카노,일반,구매 안함,삼성 페이
웡카,어니언,허정훈,20,콜라,일반,구매 안함,신용 카드
시민 덕희,어니언,김재현,30,구매 안함,일반,핫도그,신용 카드
웡카,구매 안함,김도현,30,물,일반,구매 안함,삼성 페이
도그맨,구매 안함,김지훈,30,제로 콜라,일반,오징어,삼성 페이
웡카,일반,김영식,30,아메리카노,일반,구매 안함,삼성 페이
웡카,구매 안함,최서준,20,아메리카노,일반,구매 안함,삼성 페이
위시,구매 안함,곽정남,40,구매 안함,일반,나초,체크 카드
너의 이름은,일반,이재현,30,구매 안함,일반,구매 안함,삼성 페이
도그맨,어니언,배명자,30,에이드,조조,구매 안함,삼성 페이
웡카,구매 안함,이영철,20,환타,일반,구매 안함,삼성 페이
시민 덕희,어니언,배상철,30,아메리카노,조조,맛밤,신용 카드
웡카,구매 안함,전성수,30,구매 안함,일반,핫도그,삼성 페이
웡카,치즈,이준혁,30,구매 안함,일반,구매 안함,삼성 페이
시민 덕희,어니언,손성수,50,사이다,심야,나초,삼성 페이
외계인,구매 안함,김정훈,20,물,조조,구매 안함,삼성 페이
웡카,일반,황민준,30,콜라,일반,구매 안함,삼성 페이
위시,일반,허지훈,30,제로 콜라,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,최영진,30,환타,조조,핫도그,삼성 페이
외계인,구매 안함,이민석,60,물,조조,구매 안함,체크 카드
너의 이름은,일반,배미숙,40,제로 콜라,조조,구매 안함,삼성 페이
너의 이름은,구매 안함,최지원,30,환타,조조,핫도그,신용 카드
웡카,어니언,이도윤,20,제로 콜라,조조,구매 안함,삼성 페이
외계인,어니언,한아름,40,사이다,일반,핫도그,삼성 페이
시민 덕희,일반,지보람,20,사이다,일반,구매 안함,삼성 페이
위시,일반,민민지,20,제로 콜라,일반,구매 안함,삼성 페이
웡카,치즈,홍보람,20,아메리카노,조조,나초,신용 카드
시민 덕희,구매 안함,안민수,30,아메리카노,조조,나초,신용 카드
도그맨,구매 안함,윤동현,30,에이드,일반,구매 안함,신용 카드
웡카,구매 안함,민순자,30,제로 콜라,조조,구매 안함,삼성 페이
시민 덕희,어니언,이영미,20,구매 안함,일반,구매 안함,삼성 페이
웡카,구매 안함,이예진,20,구매 안함,일반,구매 안함,신용 카드
외계인,치즈,박영미,40,물,일반,구매 안함,삼성 페이
시민 덕희,카라멜,이민석,20,구매 안함,조조,나초,삼성 페이
웡카,구매 안함,황미영,30,제로 콜라,일반,구매 안함,신용 카드
웡카,일반,박지영,40,사이다,일반,핫도그,체크 카드
시민 덕희,구매 안함,박유진,20,콜라,일반,나초,신용 카드
웡카,어니언,김예준,20,사이다,일반,오징어,삼성 페이
시민 덕희,구매 안함,이유진,30,제로 콜라,일반,구매 안함,신용 카드
웡카,구매 안함,안미경,30,콜라,심야,구매 안함,체크 카드
위시,구매 안함,김서연,30,물,일반,나초,신용 카드
웡카,일반,류성민,60,콜라,일반,구매 안함,삼성 페이
위시,구매 안함,안도현,30,콜라,조조,오징어,체크 카드
너의 이름은,구매 안함,최민석,20,에이드,일반,구매 안함,체크 카드
외계인,일반,김승현,60,환타,일반,구매 안함,체크 카드
외계인,구매 안함,김명자,20,사이다,조조,구매 안함,체크 카드
시민 덕희,일반,심정순,20,물,조조,구매 안함,삼성 페이
시민 덕희,치즈,고수민,30,콜라,심야,나초,카카오 페이
웡카,카라멜,황미정,20,콜라,일반,구매 안함,삼성 페이
도그맨,카라멜,이민재,40,아메리카노,일반,구매 안함,삼성 페이
너의 이름은,어니언,박서연,20,사이다,일반,구매 안함,신용 카드
위시,구매 안함,이예진,20,아메리카노,일반,핫도그,삼성 페이
위시,구매 안함,윤성진,40,에이드,심야,구매 안함,카카오 페이
시민 덕희,구매 안함,박수빈,50,에이드,일반,구매 안함,삼성 페이
위시,카라멜,나순옥,30,사이다,일반,맛밤,삼성 페이
시민 덕희,일반,김은주,20,구매 안함,일반,오징어,삼성 페이
위시,카라멜,김시우,20,구매 안함,조조,구매 안함,삼성 페이
시민 덕희,어니언,주상현,20,물,조조,구매 안함,삼성 페이
웡카,구매 안함,김지민,20,구매 안함,일반,나초,삼성 페이
시민 덕희,카라멜,김하은,50,콜라,심야,오징어,삼성 페이
웡카,치즈,김도윤,40,콜라,일반,나초,신용 카드
위시,어니언,오성진,60,에이드,조조,핫도그,삼성 페이
너의 이름은,일반,장정식,20,아메리카노,일반,오징어,삼성 페이
웡카,카라멜,김순자,40,사이다,조조,나초,신용 카드
웡카,카라멜,김성민,20,에이드,일반,구매 안함,삼성 페이
웡카,일반,우현숙,30,구매 안함,일반,구매 안함,신용 카드
위시,어니언,주정순,40,사이다,일반,구매 안함,현금
웡카,카라멜,권현지,30,에이드,일반,구매 안함,삼성 페이
너의 이름은,치즈,김영길,40,사이다,일반,구매 안함,카카오 페이
웡카,카라멜,김정웅,30,제로 콜라,일반,나초,삼성 페이
시민 덕희,어니언,이영길,30,물,일반,구매 안함,삼성 페이
웡카,일반,김승민,30,구매 안함,일반,구매 안함,삼성 페이
웡카,일반,송예준,20,아메리카노,일반,나초,체크 카드
웡카,카라멜,김예진,20,제로 콜라,일반,구매 안함,삼성 페이
도그맨,일반,이지우,40,제로 콜라,일반,구매 안함,신용 카드
웡카,구매 안함,김지민,20,아메리카노,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,배지훈,20,구매 안함,일반,구매 안함,신용 카드
웡카,구매 안함,김재호,20,물,일반,구매 안함,체크 카드
웡카,구매 안함,정현숙,30,물,일반,구매 안함,삼성 페이
시민 덕희,치즈,황영순,20,콜라,일반,구매 안함,현금
도그맨,카라멜,서영수,20,사이다,일반,구매 안함,삼성 페이
너의 이름은,구매 안함,이민수,20,환타,일반,구매 안함,신용 카드
위시,어니언,최예지,20,구매 안함,조조,구매 안함,신용 카드
도그맨,구매 안함,이준영,50,아메리카노,일반,구매 안함,삼성 페이
웡카,카라멜,김상철,40,에이드,일반,구매 안함,삼성 페이
도그맨,어니언,박상현,20,물,일반,구매 안함,신용 카드
시민 덕희,치즈,이정호,20,아메리카노,일반,핫도그,체크 카드
웡카,구매 안함,이예은,30,구매 안함,일반,구매 안함,삼성 페이
위시,구매 안함,박준서,50,사이다,일반,오징어,삼성 페이
시민 덕희,구매 안함,박민석,20,에이드,일반,구매 안함,신용 카드
웡카,구매 안함,김현정,30,물,일반,핫도그,삼성 페이
웡카,일반,손현정,20,사이다,조조,나초,삼성 페이
웡카,구매 안함,하영자,20,구매 안함,일반,구매 안함,신용 카드
웡카,어니언,오숙자,30,아메리카노,일반,핫도그,현금
시민 덕희,일반,박종수,30,구매 안함,일반,나초,카카오 페이
웡카,일반,김승민,30,환타,일반,핫도그,삼성 페이
웡카,구매 안함,김영식,20,구매 안함,일반,나초,현금
외계인,치즈,안서영,20,아메리카노,일반,나초,삼성 페이
웡카,구매 안함,박경수,40,에이드,일반,구매 안함,삼성 페이
웡카,일반,윤지우,20,구매 안함,조조,나초,체크 카드
위시,구매 안함,김민지,30,콜라,일반,핫도그,삼성 페이
웡카,일반,이윤서,20,구매 안함,일반,핫도그,체크 카드
웡카,일반,이예지,30,사이다,일반,구매 안함,삼성 페이
시민 덕희,일반,하선영,30,아메리카노,일반,구매 안함,삼성 페이
웡카,구매 안함,황지영,20,물,심야,나초,삼성 페이
도그맨,구매 안함,김정희,20,콜라,일반,구매 안함,체크 카드
너의 이름은,구매 안함,최아름,20,사이다,조조,나초,삼성 페이
웡카,치즈,이미영,20,물,일반,핫도그,삼성 페이
웡카,구매 안함,김영호,40,물,일반,구매 안함,신용 카드
웡카,구매 안함,하준혁,20,사이다,일반,구매 안함,신용 카드
너의 이름은,구매 안함,류지후,40,에이드,일반,구매 안함,신용 카드
시민 덕희,어니언,박옥자,20,아메리카노,일반,구매 안함,신용 카드
외계인,구매 안함,박정훈,20,물,일반,맛밤,현금
웡카,어니언,양광수,50,사이다,일반,구매 안함,신용 카드
시민 덕희,구매 안함,박우진,50,제로 콜라,조조,나초,신용 카드
시민 덕희,일반,김지은,20,물,일반,구매 안함,삼성 페이
위시,일반,고영길,40,물,일반,나초,신용 카드
위시,구매 안함,이영환,20,구매 안함,심야,구매 안함,신용 카드
웡카,일반,김상현,20,에이드,일반,핫도그,삼성 페이
위시,구매 안함,박지현,20,사이다,조조,오징어,체크 카드
시민 덕희,어니언,이영일,50,제로 콜라,일반,나초,삼성 페이
웡카,어니언,박은지,30,물,일반,구매 안함,카카오 페이
시민 덕희,치즈,심예지,20,물,일반,구매 안함,삼성 페이
웡카,구매 안함,이건우,30,제로 콜라,일반,구매 안함,신용 카드
시민 덕희,일반,김영진,20,제로 콜라,일반,구매 안함,삼성 페이
도그맨,어니언,김우진,20,물,조조,구매 안함,현금
시민 덕희,구매 안함,노성현,20,아메리카노,심야,구매 안함,신용 카드
외계인,구매 안함,김성수,30,환타,조조,구매 안함,신용 카드
너의 이름은,구매 안함,조건우,30,콜라,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,김지우,40,콜라,일반,구매 안함,카카오 페이
웡카,구매 안함,문영길,30,물,일반,구매 안함,삼성 페이
도그맨,구매 안함,문시우,50,물,일반,구매 안함,삼성 페이
웡카,카라멜,강정자,30,아메리카노,심야,핫도그,신용 카드
웡카,어니언,김예지,50,물,일반,나초,삼성 페이
도그맨,구매 안함,김유진,20,환타,일반,나초,삼성 페이
웡카,카라멜,오예원,20,구매 안함,일반,구매 안함,신용 카드
시민 덕희,일반,박경숙,30,제로 콜라,일반,구매 안함,신용 카드
외계인,구매 안함,한수빈,30,아메리카노,일반,핫도그,삼성 페이
시민 덕희,구매 안함,황미경,50,제로 콜라,일반,나초,신용 카드
시민 덕희,어니언,김경숙,30,제로 콜라,일반,구매 안함,신용 카드
위시,일반,김은주,50,환타,일반,구매 안함,신용 카드
시민 덕희,일반,이상호,50,제로 콜라,일반,나초,카카오 페이
웡카,일반,김동현,60,물,조조,구매 안함,삼성 페이
도그맨,어니언,김민석,30,아메리카노,조조,구매 안함,신용 카드
위시,카라멜,강서현,40,에이드,일반,구매 안함,삼성 페이
외계인,구매 안함,김예진,20,콜라,일반,구매 안함,삼성 페이
웡카,구매 안함,임성훈,40,제로 콜라,일반,나초,삼성 페이
너의 이름은,구매 안함,홍성진,30,사이다,일반,구매 안함,삼성 페이
시민 덕희,어니언,김광수,30,구매 안함,일반,핫도그,삼성 페이
시민 덕희,구매 안함,김지아,20,환타,일반,구매 안함,삼성 페이
웡카,카라멜,박예진,20,사이다,일반,구매 안함,삼성 페이
도그맨,일반,김준혁,40,제로 콜라,일반,구매 안함,삼성 페이
도그맨,구매 안함,이서현,20,사이다,심야,오징어,삼성 페이
너의 이름은,일반,이영순,40,환타,조조,구매 안함,신용 카드
시민 덕희,구매 안함,지지연,30,에이드,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,안지후,20,물,일반,구매 안함,삼성 페이
도그맨,구매 안함,황영환,20,아메리카노,조조,오징어,카카오 페이
웡카,구매 안함,김서연,20,구매 안함,일반,구매 안함,신용 카드
도그맨,어니언,김정순,20,제로 콜라,일반,핫도그,삼성 페이
웡카,구매 안함,장은지,40,에이드,심야,나초,신용 카드
시민 덕희,어니언,김옥자,20,물,일반,맛밤,삼성 페이
웡카,카라멜,김재현,20,물,일반,나초,현금
웡카,구매 안함,구순옥,60,물,조조,핫도그,삼성 페이
웡카,구매 안함,홍재현,50,환타,일반,구매 안함,삼성 페이
시민 덕희,카라멜,윤시우,20,제로 콜라,일반,구매 안함,체크 카드
웡카,구매 안함,송광수,30,콜라,일반,핫도그,현금
웡카,일반,강진우,20,콜라,일반,구매 안함,신용 카드
웡카,구매 안함,손성호,30,아메리카노,조조,오징어,삼성 페이
외계인,구매 안함,김상훈,40,제로 콜라,일반,오징어,삼성 페이
도그맨,일반,김은지,60,물,조조,구매 안함,삼성 페이
시민 덕희,카라멜,한지현,20,아메리카노,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,이성현,20,구매 안함,조조,구매 안함,체크 카드
너의 이름은,카라멜,박상현,20,에이드,일반,구매 안함,신용 카드
시민 덕희,구매 안함,박하은,40,사이다,일반,구매 안함,신용 카드
웡카,어니언,심도윤,30,구매 안함,조조,구매 안함,현금
위시,구매 안함,김채원,30,환타,조조,핫도그,체크 카드
시민 덕희,구매 안함,김정호,50,아메리카노,일반,구매 안함,삼성 페이
외계인,구매 안함,박영길,20,환타,일반,구매 안함,신용 카드
도그맨,치즈,이미경,20,제로 콜라,일반,나초,현금
외계인,구매 안함,김성훈,40,구매 안함,일반,나초,삼성 페이
도그맨,어니언,이재현,20,물,일반,구매 안함,신용 카드
시민 덕희,구매 안함,김성진,20,아메리카노,일반,구매 안함,체크 카드
시민 덕희,구매 안함,김하윤,50,사이다,일반,구매 안함,신용 카드
웡카,치즈,이재현,30,사이다,일반,구매 안함,삼성 페이
웡카,카라멜,류미정,50,물,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,권미영,30,구매 안함,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,이은서,20,제로 콜라,일반,맛밤,신용 카드
웡카,구매 안함,이예원,20,구매 안함,조조,핫도그,현금
도그맨,구매 안함,이현숙,60,아메리카노,심야,구매 안함,신용 카드
웡카,카라멜,이경희,20,아메리카노,일반,구매 안함,삼성 페이
위시,구매 안함,김승현,20,구매 안함,조조,구매 안함,삼성 페이
웡카,어니언,박명자,40,환타,일반,핫도그,신용 카드
시민 덕희,어니언,오정호,40,에이드,심야,구매 안함,삼성 페이
시민 덕희,일반,이보람,40,환타,조조,핫도그,삼성 페이
웡카,구매 안함,한경희,30,제로 콜라,일반,구매 안함,현금
위시,구매 안함,이승민,30,아메리카노,조조,핫도그,삼성 페이
위시,치즈,노재호,20,구매 안함,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,나지현,20,물,일반,구매 안함,신용 카드
도그맨,구매 안함,최지연,20,콜라,일반,구매 안함,신용 카드
외계인,어니언,우영일,30,환타,조조,구매 안함,신용 카드
시민 덕희,구매 안함,문지영,40,제로 콜라,일반,구매 안함,삼성 페이
위시,치즈,김지우,20,물,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,김은서,20,환타,일반,구매 안함,삼성 페이
위시,구매 안함,윤예준,50,구매 안함,일반,구매 안함,신용 카드
도그맨,구매 안함,류성민,30,아메리카노,일반,맛밤,삼성 페이
웡카,구매 안함,오성민,20,구매 안함,일반,구매 안함,신용 카드
너의 이름은,일반,김도현,30,환타,일반,나초,삼성 페이
외계인,어니언,박성현,50,환타,일반,구매 안함,삼성 페이
웡카,구매 안함,한영철,40,물,조조,구매 안함,신용 카드
시민 덕희,구매 안함,한승현,20,콜라,일반,구매 안함,삼성 페이
시민 덕희,일반,최하윤,20,제로 콜라,일반,나초,삼성 페이
웡카,구매 안함,최아름,30,콜라,일반,구매 안함,삼성 페이
시민 덕희,카라멜,안경자,20,환타,일반,오징어,삼성 페이
시민 덕희,구매 안함,김보람,20,에이드,일반,구매 안함,카카오 페이
웡카,치즈,백미영,50,에이드,일반,나초,신용 카드
위시,구매 안함,엄경수,30,사이다,일반,구매 안함,삼성 페이
웡카,구매 안함,배은서,30,구매 안함,일반,구매 안함,삼성 페이
웡카,일반,이성현,40,환타,조조,구매 안함,신용 카드
도그맨,구매 안함,황정숙,20,콜라,일반,나초,현금
웡카,구매 안함,김예원,40,아메리카노,일반,오징어,신용 카드
너의 이름은,구매 안함,이도윤,30,물,조조,구매 안함,삼성 페이
웡카,치즈,최도윤,30,구매 안함,조조,나초,삼성 페이
위시,구매 안함,김채원,20,구매 안함,일반,구매 안함,체크 카드
도그맨,구매 안함,윤미숙,30,아메리카노,일반,구매 안함,삼성 페이
웡카,구매 안함,진서준,20,물,일반,나초,삼성 페이
웡카,어니언,고영미,60,아메리카노,일반,핫도그,삼성 페이
웡카,구매 안함,박진호,30,에이드,일반,구매 안함,삼성 페이
너의 이름은,카라멜,서선영,40,제로 콜라,일반,구매 안함,신용 카드
너의 이름은,일반,백미경,20,콜라,일반,구매 안함,신용 카드
웡카,치즈,김상호,50,제로 콜라,일반,나초,삼성 페이
웡카,치즈,이하윤,20,구매 안함,조조,오징어,현금
웡카,치즈,김영희,50,물,일반,나초,신용 카드
너의 이름은,일반,이예원,30,사이다,일반,나초,신용 카드
시민 덕희,어니언,김지원,50,제로 콜라,심야,핫도그,삼성 페이
시민 덕희,구매 안함,김영식,50,제로 콜라,조조,맛밤,체크 카드
시민 덕희,어니언,이영진,50,구매 안함,일반,구매 안함,신용 카드
웡카,일반,백영식,20,에이드,일반,구매 안함,체크 카드
도그맨,카라멜,강명자,30,콜라,일반,오징어,체크 카드
시민 덕희,구매 안함,김정식,60,사이다,조조,나초,삼성 페이
웡카,구매 안함,홍수민,30,환타,조조,구매 안함,신용 카드
도그맨,구매 안함,김정남,30,제로 콜라,조조,나초,삼성 페이
웡카,구매 안함,이영철,20,에이드,일반,나초,신용 카드
너의 이름은,치즈,이성수,20,사이다,심야,구매 안함,신용 카드
시민 덕희,일반,김지영,40,물,조조,구매 안함,삼성 페이
웡카,구매 안함,김주원,20,물,일반,오징어,삼성 페이
위시,치즈,오경희,30,제로 콜라,일반,구매 안함,체크 카드
웡카,일반,이준영,20,콜라,심야,구매 안함,신용 카드
시민 덕희,치즈,이영숙,20,제로 콜라,일반,맛밤,체크 카드
외계인,구매 안함,문승민,40,환타,조조,구매 안함,신용 카드
웡카,어니언,박현정,20,콜라,조조,오징어,삼성 페이
시민 덕희,구매 안함,류지원,20,물,일반,구매 안함,삼성 페이
시민 덕희,일반,이영수,20,콜라,일반,핫도그,신용 카드
위시,구매 안함,김채원,30,에이드,일반,구매 안함,삼성 페이
웡카,구매 안함,김은영,30,제로 콜라,일반,구매 안함,신용 카드
위시,구매 안함,이지아,20,물,일반,구매 안함,카카오 페이
웡카,구매 안함,황종수,50,구매 안함,일반,구매 안함,신용 카드
너의 이름은,구매 안함,윤숙자,20,아메리카노,일반,구매 안함,삼성 페이
시민 덕희,카라멜,김경수,20,환타,조조,나초,삼성 페이
위시,치즈,이민준,20,물,일반,구매 안함,삼성 페이
도그맨,구매 안함,이하윤,50,에이드,조조,나초,삼성 페이
시민 덕희,구매 안함,한혜진,40,환타,조조,나초,신용 카드
시민 덕희,치즈,이정웅,30,콜라,일반,구매 안함,카카오 페이
도그맨,구매 안함,배수진,60,아메리카노,일반,구매 안함,삼성 페이
너의 이름은,구매 안함,김지원,30,물,일반,구매 안함,삼성 페이
외계인,구매 안함,박영순,30,사이다,일반,나초,삼성 페이
너의 이름은,구매 안함,우예준,60,콜라,조조,맛밤,신용 카드
시민 덕희,구매 안함,강서현,50,물,일반,구매 안함,신용 카드
웡카,치즈,이지혜,40,에이드,조조,구매 안함,삼성 페이
너의 이름은,구매 안함,최영수,30,구매 안함,일반,나초,삼성 페이
너의 이름은,구매 안함,김정호,40,구매 안함,일반,나초,삼성 페이
시민 덕희,카라멜,김미정,30,구매 안함,일반,구매 안함,삼성 페이
시민 덕희,구매 안함,최민재,40,제로 콜라,일반,나초,삼성 페이
웡카,일반,김숙자,20,사이다,일반,핫도그,신용 카드
시민 덕희,구매 안함,박현준,60,물,일반,나초,카카오 페이
위시,일반,이영식,30,물,일반,오징어,삼성 페이
시민 덕희,어니언,이영수,20,제로 콜라,일반,구매 안함,신용 카드
너의 이름은,구매 안함,송혜진,30,사이다,일반,구매 안함,신용 카드
웡카,일반,백진호,30,물,일반,구매 안함,삼성 페이
너의 이름은,일반,김성현,20,제로 콜라,일반,핫도그,신용 카드
도그맨,구매 안함,송영숙,20,물,일반,오징어,신용 카드
웡카,일반,고예준,40,콜라,일반,핫도그,신용 카드
시민 덕희,구매 안함,김민지,30,물,일반,구매 안함,삼성 페이
웡카,구매 안함,박진우,50,콜라,일반,구매 안함,현금
시민 덕희,구매 안함,김상현,20,물,심야,구매 안함,신용 카드
너의 이름은,카라멜,김하윤,50,콜라,일반,구매 안함,신용 카드
웡카,어니언,양영식,20,물,일반,구매 안함,삼성 페이
외계인,구매 안함,이예진,20,물,조조,구매 안함,삼성 페이
시민 덕희,구매 안함,최옥자,20,환타,조조,구매 안함,삼성 페이
외계인,어니언,최도윤,30,구매 안함,심야,핫도그,삼성 페이
도그맨,카라멜,김영미,30,에이드,일반,나초,삼성 페이
위시,구매 안함,임우진,20,제로 콜라,일반,구매 안함,신용 카드
위시,일반,노도현,30,아메리카노,일반,나초,신용 카드
너의 이름은,구매 안함,심도현,20,물,일반,구매 안함,삼성 페이
도그맨,구매 안함,전지후,30,제로 콜라,일반,구매 안함,신용 카드
웡카,구매 안함,이성수,30,아메리카노,일반,핫도그,삼성 페이
시민 덕희,일반,이영순,30,아메리카노,조조,구매 안함,신용 카드
도그맨,구매 안함,김유진,20,환타,일반,구매 안함,체크 카드
시민 덕희,구매 안함,김예원,20,에이드,일반,구매 안함,신용 카드
외계인,구매 안함,김옥순,30,물,일반,구매 안함,신용 카드
너의 이름은,구매 안함,김서현,20,사이다,심야,맛밤,신용 카드
시민 덕희,일반,안준영,30,에이드,일반,핫도그,체크 카드
웡카,구매 안함,이재호,20,물,조조,구매 안함,삼성 페이
웡카,구매 안함,조재호,50,구매 안함,일반,오징어,신용 카드
위시,카라멜,우재현,20,구매 안함,일반,핫도그,삼성 페이
